Distance (nm)	Force (pN)	ForceErr (pN)
249.999	0.657071	0.0135294
254.599	0.724139	0.0156576
259.199	0.785111	0.00354732
261.499	0.778535	0.0183601
263.799	0.830394	0.00997225
266.099	0.859157	0.00734582
268.399	0.857816	0.0103319
270.699	0.932561	0.0205449
272.999	0.975302	0.0163297
275.299	1.02755	0.0147207
279.899	1.11121	0.0129708
284.499	1.18476	0.0133232
286.799	1.23227	0.00645725
289.099	1.2923	0.0136084
291.399	1.33978	0.00904449
293.699	1.40043	0.0109807
295.999	1.48659	0.010293
298.299	1.50099	0.020214
300.599	1.60158	0.0128479
302.899	1.69712	0.00884758
305.199	1.74994	0.0141332
307.499	1.84107	0.0190077
309.799	1.91479	0.0144718
312.099	2.03316	0.0179213
314.399	2.08196	0.0208155
316.699	2.26909	0.00993912
318.999	2.35437	0.0101088
321.299	2.43888	0.021211
323.599	2.55585	0.0158059
325.899	2.66347	0.0180041
328.199	2.84452	0.0119646
330.499	2.94927	0.0163881
332.799	3.10388	0.013311
335.099	3.25156	0.0117007
337.399	3.42811	0.010054
339.699	3.59577	0.0164202
341.999	3.71849	0.0138937
344.299	3.881	0.0141207
346.599	4.08998	0.0121341
348.899	4.27842	0.0127975
351.199	4.44223	0.0105784
353.499	4.63873	0.0122901
355.799	4.79254	0.0175333
358.099	5.01212	0.00862308
360.399	5.21965	0.0070368
362.699	5.39678	0.0112762
364.999	5.59996	0.0113115
367.299	5.84084	0.0110769
369.599	6.0276	0.0115405
371.899	6.25855	0.0126937
374.199	6.4793	0.0129415
376.499	6.70491	0.0147903
378.799	6.96096	0.0101249
381.099	7.16127	0.0107042
383.399	7.37092	0.0138928
424.799	9.50068	0.0516349
427.099	9.30409	0.0463778
429.399	9.34441	0.0203435
431.699	9.48975	0.0140924
433.999	9.63862	0.0206918
436.299	9.85715	0.016432
438.599	10.0672	0.0152334
440.899	10.282	0.015097
443.199	10.4935	0.0134609
445.499	10.7246	0.016059
447.799	10.9567	0.0131277
450.099	11.181	0.0146048
452.399	11.415	0.0146823
454.699	11.6761	0.0166717
456.999	11.8782	0.0182707
459.299	12.1322	0.0141756
461.599	12.3688	0.0142858
463.899	12.5962	0.0169544
466.199	12.8203	0.0173527
468.499	13.076	0.016271
470.799	13.3056	0.0151845
473.099	13.5527	0.015671
475.399	13.7877	0.0168548
477.699	14.0338	0.014665
