Distance (nm)	Force (pN)	ForceErr (pN)
279.997	0.794932	0.00428742
284.397	0.879271	0.05172
286.597	0.985139	0.00513052
290.997	0.948965	0.0360169
293.198	1.03913	0.0107069
297.598	1.08949	0.00382042
299.798	1.32034	0.0230036
301.997	1.41161	0.0386877
304.197	1.37223	0.016829
306.397	1.35813	0.0045396
308.597	1.49096	0.00815132
310.797	1.62809	0.0306897
312.997	1.777	0.00998793
315.197	1.80946	0.00178367
319.598	2.02027	0.0025657
321.798	2.11185	0.00719428
323.998	2.23906	0.00469885
326.198	2.31212	0.0104832
328.398	2.48413	0.0330385
330.597	2.49988	0.0193428
332.797	2.74177	0.00919431
334.997	2.85095	0.0196429
339.397	3.13226	0.00542313
341.598	3.2514	0.00189568
343.798	3.4071	0.00879872
345.998	3.64784	1.47593e-05
348.198	3.82647	0.00230645
350.398	3.96421	0.0191566
352.598	4.18245	0.0176795
354.798	4.29235	0.0252463
356.998	4.4937	0.00338624
359.196	4.66672	0.00398497
361.396	4.87496	0.00283719
363.596	5.01438	0.00320905
365.798	5.18046	0.00353716
367.998	5.34927	0.0277796
370.198	5.57933	0.00811837
372.398	5.78329	0.0182115
374.597	6.0044	0.000821657
376.797	6.19969	0.00828578
378.997	6.35957	0.00492797
381.197	6.61466	0.00420968
383.397	6.79271	0.00660117
385.599	7.02145	0.002442
387.799	7.23475	0.0149167
389.999	7.45083	0.00583221
392.197	7.68356	0.00920566
394.397	7.84473	0.00370871
396.597	8.05735	0.026684
398.797	8.29782	0.00130316
407.597	9.17673	0.00839362
409.798	9.39719	0.00331161
453.796	11.9623	0.46586
455.996	12.1304	0.469878
460.398	11.4084	0.0145854
462.598	11.6304	0.0198091
464.798	12.07	0.0905449
466.998	12.0202	0.00658828
469.198	12.2599	0.00396485
471.398	12.4583	3.62815e-05
473.597	12.6525	0.00238104
475.797	12.8988	0.0120557
477.999	13.0721	0.00343047
480.199	13.3263	0.0102345
482.397	13.5483	0.00399407
484.597	13.7391	0.00916439
486.797	13.9758	0.011111
493.397	14.6264	0.0120792
495.597	14.9043	0.00537507
497.797	15.097	0.00272699
