Distance (nm)	Force (pN)	ForceErr (pN)
259.998	0.901574	0.0232692
262.598	0.89846	0.0246923
265.198	0.940573	0.0272519
267.798	0.945301	0.0212464
272.998	1.04856	0.0198713
275.598	1.13267	0.0222634
278.198	1.17325	0.0194633
280.798	1.22187	0.0285349
285.998	1.31103	0.019318
288.598	1.38829	0.0186258
291.198	1.53233	0.0195476
293.798	1.54196	0.0153108
296.398	1.56891	0.0162064
301.598	1.76996	0.019107
304.198	1.90068	0.0174546
306.798	1.97901	0.02058
309.398	2.08224	0.0165134
311.998	2.19382	0.0162713
314.598	2.36633	0.0222376
317.198	2.46005	0.0161385
319.798	2.62925	0.0160995
322.398	2.75077	0.0167397
324.998	2.90137	0.0144706
327.598	3.05327	0.0180284
330.199	3.2166	0.0142515
332.798	3.39372	0.0146435
335.398	3.56348	0.0170978
337.999	3.73671	0.0142095
340.598	3.89649	0.0140729
343.198	4.09973	0.0170766
345.799	4.28413	0.014637
348.398	4.48513	0.0166006
350.998	4.68397	0.0153066
353.598	4.87477	0.0159702
356.198	5.08474	0.0145966
358.798	5.3058	0.0156991
361.398	5.51767	0.0162757
363.998	5.72742	0.0147396
366.598	5.92273	0.0172818
369.199	6.16804	0.0165165
371.798	6.39608	0.0180228
374.398	6.6394	0.0172278
376.999	6.86459	0.0170581
379.598	7.09759	0.0178779
382.198	7.33923	0.0152701
384.799	7.59632	0.0169509
387.398	7.82924	0.015694
389.998	8.06654	0.0159738
392.598	8.29919	0.0181933
395.198	8.55564	0.0158037
397.798	8.81769	0.015
402.998	9.31643	0.0166105
405.598	9.57872	0.015814
449.798	11.6215	0.12649
452.398	11.6578	0.126496
454.999	11.4227	0.0287423
457.598	11.5793	0.0183104
460.198	11.7749	0.0144124
462.798	12.0231	0.0167498
465.398	12.2726	0.0160131
467.998	12.5	0.0141249
470.598	12.7476	0.0145805
473.198	13.0174	0.013983
475.798	13.2623	0.0134748
478.398	13.4931	0.0124225
480.998	13.738	0.0133091
483.598	13.975	0.0142584
486.198	14.2539	0.0143942
488.798	14.4998	0.0155917
491.398	14.7513	0.0144821
493.998	15.0142	0.0139097
496.598	15.2799	0.0140346
499.198	15.525	0.0138201
501.798	15.7907	0.0138288
504.398	16.041	0.0153813
506.998	16.2987	0.0148125
509.598	16.5728	0.0136705
512.199	16.8228	0.0151058
514.798	17.0815	0.0145774
517.398	17.3444	0.0144882
