Distance (nm)	Force (pN)	ForceErr (pN)
254.998	0.706068	0.0328947
262.348	0.83127	0.0212071
267.248	0.874725	0.0210316
269.698	1.00665	0.0184249
272.148	0.959915	0.0136409
274.598	1.04434	0.0217148
277.048	1.05297	0.0350538
279.498	1.09592	0.0221734
281.948	1.08835	0.013855
284.398	1.15287	0.0229823
286.848	1.1808	0.0116762
289.298	1.31936	0.0243429
294.198	1.36529	0.00914082
296.648	1.41971	0.0123561
299.098	1.58334	0.015885
301.548	1.64918	0.0150005
303.998	1.76847	0.0227888
306.448	1.82482	0.0152764
308.898	1.90932	0.0234023
311.347	2.01358	0.0158169
313.797	2.09509	0.0124792
316.248	2.22905	0.0132337
318.698	2.36803	0.0118069
321.148	2.5098	0.0165574
323.598	2.5906	0.0159974
328.498	2.83926	0.0150548
330.948	2.99929	0.0146995
333.398	3.16025	0.0172637
335.848	3.29787	0.0169617
338.298	3.50606	0.0253653
340.748	3.62562	0.0164748
343.198	3.8059	0.0212194
345.647	3.92782	0.0251863
348.098	4.09952	0.0202554
350.548	4.2963	0.0264562
352.998	4.46615	0.0222706
355.448	4.65881	0.0242963
357.898	4.8425	0.0224936
360.348	5.03288	0.0220319
362.798	5.23458	0.0219411
365.248	5.45911	0.0219444
367.698	5.6249	0.0203717
370.148	5.84575	0.0210921
372.598	6.03375	0.0226175
377.498	6.43117	0.0258237
379.948	6.66065	0.0213686
382.398	6.87468	0.0247518
384.848	7.0849	0.0238667
387.298	7.31793	0.0199968
389.748	7.5318	0.0186477
394.647	7.98022	0.0236288
397.098	8.20519	0.0190009
399.548	8.41213	0.0233219
401.998	8.66558	0.0206793
404.448	8.86217	0.0214981
406.898	9.0952	0.0253187
409.348	9.34529	0.021427
411.797	9.58157	0.0220008
458.348	12.3108	0.153227
460.798	11.5944	0.150664
463.248	11.4932	0.0685206
465.698	11.5653	0.0235704
468.148	11.7891	0.0192945
470.598	12.0171	0.0195937
473.048	12.2191	0.0223543
475.497	12.4472	0.0261333
477.948	12.6625	0.0212649
480.398	12.9148	0.0463421
482.848	13.1491	0.0455995
485.298	13.3405	0.0459524
487.748	13.6095	0.0456932
490.198	13.7995	0.046142
492.648	14.0333	0.0457448
495.098	14.2447	0.0453866
497.548	14.5129	0.0469995
