Distance (nm)	Force (pN)	ForceErr (pN)
250	0.478691	0.0193275
254	0.585337	0.0243668
256	0.575493	0.049204
260	0.661505	0.0320201
262	0.644171	0.0353198
264	0.672321	0.0281761
266	0.719142	0.0193345
268	0.721607	0.0247778
270	0.794465	0.0450674
272	0.838592	0.0393471
274	0.845453	0.0371241
282	1.00382	0.0302535
284	1.07537	0.0325888
286	1.09826	0.0359108
288	1.13632	0.0400382
290	1.20324	0.0265487
294	1.31024	0.00965779
296	1.33666	0.0395503
298	1.41566	0.0328696
300	1.51827	0.0288426
302	1.55019	0.0288924
304	1.62082	0.030532
306	1.74793	0.0270606
308	1.77844	0.0171274
310	1.91398	0.0184989
312	1.98721	0.0272666
314	2.02875	0.0246362
316	2.1818	0.0477773
318	2.28812	0.0361587
320	2.36745	0.0178386
322	2.50465	0.0352187
324	2.61554	0.0250987
326	2.75776	0.0159994
328	2.87629	0.0188475
330	3.00131	0.0186183
332	3.09233	0.0367256
334	3.28713	0.0190176
336	3.42727	0.0358329
338	3.58435	0.0280758
340	3.71171	0.0325647
342	3.88387	0.0288982
344	4.06087	0.0391851
346	4.24305	0.0199831
348	4.38586	0.0174865
350	4.54633	0.0266523
352	4.77171	0.0300928
354	4.98231	0.0351847
356	5.13831	0.0278897
358	5.34946	0.0379193
360	5.55806	0.0313283
362	5.77074	0.0178649
364	5.95833	0.0310327
366	6.1665	0.0328109
368	6.38287	0.0304463
370	6.57542	0.0197389
414	8.84999	0.0479691
416	8.69644	0.0265056
418	8.76819	0.025819
420	8.83443	0.0353599
422	9.03989	0.0286547
424	9.19953	0.0239238
426	9.35474	0.0190969
428	9.57996	0.0243185
430	9.79394	0.0117143
432	9.99901	0.0190473
434	10.2146	0.0170783
436	10.4435	0.0152943
438	10.6386	0.0230736
440	10.8728	0.0222153
442	11.0812	0.0358995
444	11.3224	0.0360911
446	11.5532	0.0336386
448	11.7537	0.0274254
