Distance (nm)	Force (pN)	ForceErr (pN)
249.999	0.825088	0.0174386
252.299	0.787698	0.0130953
254.599	0.84119	0.0211954
259.199	0.968986	0.01956
261.499	0.972671	0.0198198
263.799	1.00011	0.0165195
266.099	1.05759	0.0216058
268.399	1.10095	0.0224741
270.699	1.17244	0.0197414
272.999	1.15036	0.0129773
275.299	1.21942	0.0192663
277.599	1.30833	0.020934
279.899	1.35485	0.0235921
282.199	1.39282	0.0202948
284.499	1.47194	0.0196428
286.799	1.50544	0.0185063
289.099	1.5996	0.0211038
291.399	1.64848	0.0177273
293.699	1.71462	0.0211108
295.998	1.82035	0.0192535
298.299	1.92981	0.0225868
300.599	2.02109	0.0216837
302.899	2.08527	0.0135306
305.199	2.20979	0.0182542
307.499	2.2944	0.014661
309.799	2.3772	0.0118054
312.099	2.51751	0.0158595
314.399	2.62981	0.01572
316.699	2.78208	0.0229424
318.999	2.87145	0.0177815
321.299	3.0362	0.016842
323.599	3.14995	0.0128355
325.899	3.30497	0.0196502
328.199	3.43816	0.0157387
330.499	3.62878	0.0192214
332.799	3.7761	0.0176865
335.099	3.92339	0.0181384
337.399	4.09943	0.0235639
339.699	4.2276	0.0130889
341.999	4.41111	0.0190175
344.299	4.58425	0.0175741
346.599	4.75932	0.0169945
348.899	4.94236	0.0166788
351.199	5.14371	0.0202811
353.499	5.33622	0.0247193
355.799	5.52347	0.0210777
358.099	5.6836	0.0180684
360.399	5.8831	0.0191619
362.699	6.08509	0.0172512
364.999	6.27783	0.018961
367.299	6.47936	0.0192338
369.599	6.67618	0.0170814
371.899	6.8665	0.0177531
420.199	9.2757	0.0525978
422.499	9.21626	0.0311387
424.799	9.26845	0.0166589
427.099	9.37752	0.0095616
429.399	9.5216	0.0121092
431.699	9.65381	0.00989861
433.999	9.85973	0.0110916
436.299	10.0565	0.0135496
438.599	10.2518	0.0147419
440.899	10.4451	0.0133696
443.199	10.6547	0.0124621
445.499	10.8522	0.0118857
447.799	11.0638	0.013425
450.099	11.2566	0.0127904
452.399	11.4823	0.0125057
454.699	11.7114	0.0141896
456.999	11.9098	0.0107787
459.299	12.1381	0.0123808
461.599	12.3526	0.0110901
463.899	12.5569	0.0124707
466.199	12.7847	0.013882
468.499	12.9986	0.0160874
470.799	13.1987	0.0133332
473.099	13.4285	0.0183133
475.399	13.6664	0.0187089
477.699	13.8987	0.0179766
