Distance (nm)	Force (pN)	ForceErr (pN)
260.12	2.34484	0.813996
263.8	0.575578	0.00595607
267.6	0.632637	0.0107248
271.4	0.668468	0.0161979
275.2	0.739003	0.0168512
279	0.775311	0.0166335
282.8	0.841719	0.00825843
286.6	0.906701	0.0163493
290.4	0.96119	0.0133124
294.2	1.06674	0.0130179
298	1.13764	0.0180684
301.8	1.24028	0.0107026
305.6	1.36248	0.0180916
309.4	1.42727	0.0137856
313.2	1.59255	0.0149341
317	1.709	0.0177597
320.8	1.86296	0.0146776
324.6	2.01633	0.00873726
328.4	2.16541	0.0234357
332.2	2.37519	0.0240105
336	2.56427	0.0262357
339.8	2.80451	0.0289989
343.6	3.01951	0.0282816
347.4	3.25918	0.0318963
351.2	3.5419	0.0341264
355	3.81215	0.0365978
358.8	4.115	0.0344728
362.6	4.41847	0.0371709
366.4	4.74786	0.0389818
370.2	5.06328	0.0391257
374	5.39925	0.0385972
377.8	5.74905	0.0315521
381.6	6.08292	0.0297479
446.2	10.0138	0.0245401
465.2	10.098	0.0146369
476.6	10.0021	0.0260628
484.2	9.95262	0.0365807
488	9.96379	0.0200433
491.8	10.02	0.00825671
495.6	10.0158	0.013401
499.4	10.0265	0.00625706
533.6	9.84564	0.0128424
537.4	9.83425	0.020505
541.2	9.79787	0.0142595
545	9.74823	0.0104206
548.8	9.79582	0.0116425
552.6	9.83176	0.0125219
571.6	9.78168	0.011165
575.4	9.63549	0.012811
579.2	9.6824	0.00839944
583	9.83794	0.0128833
586.8	10.0282	0.0163406
590.6	10.2815	0.0222947
594.4	10.525	0.0200758
598.2	10.771	0.020077
602	11.019	0.0230514
605.8	11.2798	0.0202585
609.6	11.5451	0.0273502
613.4	11.8117	0.030882
617.2	12.1108	0.0333928
621	12.3941	0.0336849
624.8	12.6824	0.0321874
628.6	12.9661	0.0354998
632.4	13.256	0.0344969
636.2	13.5357	0.0327566
