Distance (nm)	Force (pN)	ForceErr (pN)
253.3	0.728557	0.0735527
259.9	0.81571	0.0753465
263.2	0.88653	0.0742751
266.5	0.917053	0.0759587
269.8	0.983895	0.0756177
279.7	1.13246	0.0728146
283	1.1649	0.0736621
286.3	1.22944	0.0737551
289.6	1.31149	0.0772103
292.9	1.37389	0.0785628
296.2	1.44635	0.0735836
299.5	1.55265	0.0742766
302.8	1.66065	0.0756715
306.1	1.74047	0.0739458
309.4	1.87671	0.0751381
312.7	2.01238	0.0774432
316	2.12193	0.0803736
319.3	2.28009	0.0761083
322.6	2.46342	0.0819136
325.9	2.5812	0.0776735
329.2	2.77694	0.0764332
332.5	2.92023	0.0720204
335.8	3.15038	0.0752207
339.1	3.3825	0.07442
342.4	3.56815	0.0726445
345.7	3.84551	0.0762364
349	4.12586	0.0772619
352.3	4.33766	0.0754488
355.6	4.58919	0.0793779
358.9	4.88046	0.0789209
362.2	5.16137	0.0841499
365.5	5.49723	0.08228
368.8	5.82383	0.087036
372.1	6.12872	0.0865746
421.6	9.69428	0.083483
428.2	9.78012	0.0824912
431.5	9.73378	0.082375
438.1	9.82828	0.0812011
441.4	9.76466	0.0780045
457.9	9.94705	0.0838337
481	9.74107	0.0943394
484.3	9.71289	0.0933112
487.6	9.71131	0.0887348
490.9	9.68322	0.0820621
494.2	9.78301	0.0826125
497.5	9.82718	0.0815242
500.8	9.82341	0.0836135
517.3	9.40559	0.08777
520.6	9.47781	0.0793488
523.9	9.54308	0.07609
527.2	9.70366	0.0756481
530.5	9.89656	0.0762272
533.8	10.1344	0.0791242
537.1	10.3949	0.077368
540.4	10.6612	0.0772653
543.7	10.8768	0.07669
547	11.1378	0.076478
550.3	11.4103	0.0784151
553.6	11.6775	0.0802625
556.9	11.9561	0.0796145
560.2	12.2386	0.0736686
563.5	12.5122	0.0708395
566.8	12.7948	0.0710196
570.1	13.0621	0.0746764
573.4	13.3706	0.0713852
576.7	13.6842	0.0747014
