Distance (nm)	Force (pN)	ForceErr (pN)
249.998	0.536283	0.0122507
257.498	0.636499	0.0246767
264.998	0.731951	0.012245
267.498	0.721535	0.00828171
269.999	0.747121	0.0150442
272.498	0.808636	0.0143592
277.498	0.959486	0.00836446
279.998	1.06253	0.014791
282.498	1.12215	0.0142258
284.998	1.12716	0.00464533
287.498	1.13816	0.01797
289.998	1.2812	0.0127832
292.498	1.29322	0.00834845
294.998	1.38848	0.0136804
297.498	1.47147	0.00848516
299.998	1.51608	0.0130086
302.498	1.67582	0.00608036
304.998	1.74483	0.00703995
307.498	1.82019	0.00794815
309.998	1.98148	0.013999
312.498	2.07663	0.0104734
314.998	2.20442	0.00699757
317.498	2.31143	0.0125759
319.998	2.41045	0.0141142
322.498	2.5712	0.00763301
324.999	2.73965	0.00859028
327.499	2.90041	0.0164266
329.998	3.03801	0.00701133
332.498	3.18127	0.00649822
334.999	3.35614	0.0072556
337.498	3.5186	0.0091096
339.998	3.69698	0.00641865
342.499	3.85954	0.00390377
344.998	4.05725	0.0126245
347.498	4.20591	0.0132282
349.999	4.41077	0.00664519
352.498	4.62039	0.00788618
354.998	4.80716	0.00649182
357.499	5.01859	0.00598078
359.998	5.23951	0.00795368
362.499	5.43808	0.00981106
364.999	5.65748	0.00684007
367.498	5.84421	0.0131629
369.998	6.05905	0.0122482
372.499	6.28886	0.013975
424.998	9.62684	0.0527976
427.498	9.21736	0.0906832
429.998	9.36717	0.0783706
432.498	9.29129	0.0317569
434.998	9.41591	0.0147698
437.498	9.56079	0.0181249
439.998	9.77123	0.0128506
442.498	10.0358	0.014283
444.998	10.2306	0.00998738
447.499	10.4338	0.0100979
449.998	10.6799	0.0119162
452.498	10.9227	0.0107708
454.999	11.1405	0.0090951
457.498	11.3905	0.00733128
459.998	11.5928	0.012128
462.499	11.839	0.0125684
464.998	12.0891	0.0104539
467.498	12.3302	0.0106325
469.999	12.575	0.00930204
472.498	12.7845	0.00934501
474.998	13.032	0.0126377
477.498	13.2812	0.0127054
479.998	13.5322	0.0115555
482.498	13.7751	0.0105281
484.999	14.0277	0.0089375
487.498	14.2539	0.00766489
489.998	14.5143	0.0108484
492.499	14.7526	0.0101888
494.998	15.0071	0.00965694
497.498	15.2629	0.00531759
