Distance (nm)	Force (pN)	ForceErr (pN)
256.798	0.641087	0.0165453
260.198	0.681191	0.0184818
263.598	0.718859	0.0172674
266.998	0.759335	0.0160046
270.397	0.785835	0.0198396
273.797	0.828427	0.0135346
277.198	0.831752	0.00802366
283.998	1.00712	0.00920355
287.398	1.08182	0.0115072
290.798	1.16188	0.0104568
294.198	1.26291	0.0107676
297.597	1.38131	0.00929263
300.998	1.45384	0.00705611
304.398	1.59334	0.00732037
307.798	1.70633	0.00790516
311.197	1.82841	0.0072813
314.598	1.98298	0.0104709
317.998	2.11785	0.00732897
321.398	2.26657	0.00902651
324.798	2.44694	0.0105162
328.198	2.65571	0.012689
331.598	2.79726	0.00855657
334.998	3.04806	0.00592442
338.398	3.26435	0.0110346
341.797	3.4603	0.0072809
345.198	3.68392	0.00846377
348.598	3.92866	0.00978749
351.998	4.18736	0.00346352
355.398	4.39671	0.00700315
358.798	4.66003	0.00600992
362.198	4.90496	0.0132195
365.597	5.15825	0.00165944
368.997	5.44688	0.00717909
372.399	5.66781	0.00919747
375.799	5.95296	0.00990915
379.198	6.24009	0.0102989
382.597	6.50467	0.00749343
385.997	6.77209	0.0117123
389.398	7.08152	0.0067766
392.798	7.3569	0.00445692
396.198	7.64386	0.00769899
399.598	7.96166	0.00699145
402.998	8.22623	0.0118659
406.398	8.52468	0.00927969
409.798	8.82354	0.00853344
413.198	9.11111	0.00691243
416.598	9.43553	0.00850822
470.998	13.1276	0.0341102
477.798	13.4629	0.0276006
498.198	13.2254	0.0762137
501.598	12.9133	0.117673
504.997	12.4274	0.0794748
508.398	12.5909	0.0445408
511.798	12.6213	0.00707903
515.198	12.9179	0.00737812
518.598	13.1849	0.00643676
521.998	13.4578	0.00523565
525.397	13.7513	0.00554647
528.798	14.0398	0.00408143
532.199	14.3366	0.00242088
535.598	14.6344	0.00649438
538.998	14.9283	0.00478465
542.397	15.2356	0.00398576
545.798	15.5186	0.00608995
549.198	15.8108	0.00660625
552.598	16.1469	0.00516886
555.998	16.4442	0.0042427
559.398	16.7605	0.00444132
562.799	17.0679	0.00807573
569.597	17.6626	0.0061493
572.997	17.9981	0.0052351
576.398	18.3155	0.006694
579.799	18.6278	0.00569304
583.198	18.9394	0.00505451
586.598	19.253	0.00555361
