Distance (nm)	Force (pN)	ForceErr (pN)
253.489	0.553943	0.00557808
256.986	0.661815	0.0172811
267.493	0.728519	0.0524803
277.988	0.779647	0.0887024
288.492	0.998881	0.0815211
295.49	1.15535	0.0195304
312.991	1.62826	0.0256237
319.993	2.01499	0.0342158
326.991	2.45199	0.0211807
330.492	2.40391	0.0345299
337.49	2.9084	0.0180602
340.991	3.1386	0.0241387
344.492	3.34745	0.0309482
351.495	3.80585	0.0200602
358.489	4.51197	0.0281959
361.99	4.74469	0.023595
365.491	5.18701	0.015832
368.992	5.52939	0.0189431
372.493	5.78159	0.0366983
417.986	9.87412	0.0283844
424.997	9.27959	0.0260453
449.492	10.0019	0.0764774
459.995	10.1217	0.032862
473.987	9.86716	0.0645795
480.994	9.67811	0.0389273
484.495	9.28947	0.0680107
487.992	9.76179	0.0880547
491.489	9.61965	0.0257958
494.99	9.82587	0.0251796
505.493	9.99022	0.00249964
512.491	10.1154	0.00915772
519.493	9.42605	0.0797781
526.491	9.44027	0.00360208
529.992	9.63021	0.00788299
533.493	9.80648	0.0277952
536.99	10.1324	0.0422733
543.992	10.6636	0.0130012
547.494	10.9178	0.00915314
554.492	11.5533	0.00403123
561.49	12.0856	0.0400132
578.987	13.5673	0.00662567
582.492	13.8912	0.0156854
585.997	14.2309	0.00410128
589.494	14.6264	3.87197e-05
596.488	15.2629	0.00849016
