Distance (nm)	Force (pN)	ForceErr (pN)
249.994	0.634991	0.00745758
253.991	0.470908	0.0500235
257.992	0.574737	0.0255674
261.989	0.570261	0.0399445
273.99	0.542472	0.0431154
277.99	0.695653	0.0169481
281.991	0.843739	0.0636998
289.991	0.869258	0.0263858
297.992	0.948929	0.00410667
305.993	1.11171	0.0146262
309.993	1.20916	0.048551
313.993	1.30235	0.0341461
325.992	1.77135	0.0202908
333.992	1.83067	0.0307542
345.993	2.66689	0.0365727
349.993	2.79542	0.0211005
353.994	3.11556	0.0138023
357.994	3.39573	0.00683157
361.994	3.73522	0.0520194
365.995	4.04033	0.0195095
369.992	4.33869	0.0253199
373.993	4.77057	0.0269436
381.991	5.55938	0.0182428
385.988	5.93304	0.0135221
393.989	6.73482	0.0156268
413.99	8.85954	0.00512658
421.991	9.38772	0.0333628
441.99	10.3923	0.0838525
449.991	10.1678	0.153201
453.991	9.96241	0.113773
465.992	10.2591	0.112723
477.993	10.1627	0.054562
485.994	10.4986	0.0536004
493.994	10.3626	0.0556447
497.995	10.2731	0.0573801
501.992	10.0194	0.0799661
517.991	10.1842	0.00429425
529.992	10.1732	0.15066
537.992	9.91271	0.0740543
541.993	9.85049	0.0124972
545.993	10.0954	0.0113634
549.99	10.3457	0.0228935
553.991	10.6521	0.0171687
557.991	10.9198	0.0233407
561.991	11.1947	0.0238817
573.99	12.2734	0.0157877
577.99	12.5506	0.0136705
581.99	12.9161	0.0314606
585.991	13.2507	0.00524836
589.991	13.6306	0.0138491
597.992	14.3375	0.0163137
601.992	14.7203	0.00930568
605.992	15.1249	0.0219254
613.993	15.9557	0.0210439
617.993	16.3001	0.0284385
629.991	17.5799	0.00580649
633.992	17.9695	0.0132146
637.992	18.3863	0.0157401
641.992	18.845	0.00190759
645.993	19.2859	0.00346011
