Distance (nm)	Force (pN)	ForceErr (pN)
258.948	0.714932	0.0136206
262.898	0.644871	0.0160878
266.848	0.766346	0.0222537
270.798	0.732451	0.0174407
278.698	0.851008	0.0158388
282.648	0.925652	0.0226604
290.548	1.00468	0.0154744
298.448	1.18482	0.0208195
302.398	1.2946	0.0196821
306.348	1.38926	0.0319589
310.298	1.52425	0.0236283
314.248	1.63672	0.0288873
318.198	1.69599	0.0201923
322.148	1.90681	0.0138155
326.098	2.05555	0.0147941
330.048	2.17627	0.0152743
333.998	2.37202	0.0148641
337.948	2.59124	0.019636
341.898	2.82889	0.0153263
345.848	3.05266	0.0130663
349.798	3.27026	0.014647
353.748	3.55959	0.0210814
357.698	3.84127	0.0142944
361.648	4.10981	0.0128846
365.598	4.3889	0.00958258
369.548	4.68542	0.0106267
373.498	5.04474	0.0153933
377.448	5.36598	0.0136283
381.398	5.69564	0.0140242
385.348	6.05771	0.0109276
452.498	9.7531	0.0432416
464.348	9.88847	0.0303076
468.298	9.71254	0.0391135
472.248	9.76821	0.0381845
476.198	9.7082	0.0257928
480.148	9.64733	0.0329122
495.948	9.70025	0.041399
503.847	9.70874	0.0149156
507.798	9.72402	0.0336099
511.748	9.73482	0.0312303
515.698	9.72387	0.0370713
523.598	9.72037	0.015353
531.498	9.61778	0.0266852
535.448	9.53209	0.0348205
543.348	9.54568	0.0146012
547.298	9.47641	0.0142241
551.248	9.57635	0.0189887
559.148	9.56337	0.016661
563.098	9.67069	0.0219128
578.898	9.54481	0.0334136
582.848	9.46359	0.0278548
586.798	9.51299	0.0164218
590.747	9.60191	0.00997023
594.698	9.84278	0.011837
598.648	10.0603	0.00706823
602.598	10.3368	0.00941055
606.548	10.5873	0.0102206
614.448	11.069	0.00851885
618.398	11.3188	0.012298
626.298	11.8366	0.0144362
634.198	12.4016	0.010031
638.148	12.6508	0.0144856
642.098	12.9308	0.0133222
646.048	13.2302	0.0151929
