Distance (nm)	Force (pN)	ForceErr (pN)
255.198	0.576828	0.00944603
257.798	0.648835	0.0109801
270.797	0.838232	0.0112823
273.398	0.763772	0.0255072
275.997	0.886684	0.0218743
278.597	0.968892	0.0149572
281.198	1.04656	0.0245247
283.798	1.14796	0.0323275
286.397	1.12531	0.0177698
288.997	1.21978	0.0415057
291.598	1.28539	0.0115787
294.198	1.35761	0.0199575
296.797	1.43911	0.0301747
299.397	1.53971	0.0137323
301.997	1.64885	0.00708799
304.597	1.75589	0.0148117
307.197	1.78696	0.0179478
309.797	1.93932	0.00998895
312.397	2.08343	0.01894
314.997	2.22835	0.0198886
317.598	2.36016	0.0126797
320.198	2.49604	0.0148404
322.797	2.65188	0.0116544
325.397	2.76857	0.00999335
327.998	2.92712	0.00748609
330.598	3.09642	0.0190192
333.197	3.28828	0.0103451
335.798	3.48447	0.0208529
338.397	3.6495	0.0246925
340.997	3.83179	0.0156276
343.597	4.02547	0.0138554
346.198	4.23092	0.0233225
348.798	4.44371	0.0181647
351.397	4.60876	0.0156448
353.998	4.82856	0.017035
356.598	5.03814	0.0153463
359.197	5.24179	0.0186441
361.797	5.49541	0.00451033
364.398	5.71434	0.0147312
366.998	5.90851	0.00580582
369.598	6.12646	0.00465217
372.198	6.38475	0.0161072
374.798	6.62099	0.0211847
377.398	6.83416	0.0177584
379.998	7.06028	0.0223524
382.597	7.28698	0.016854
385.197	7.53677	0.0197645
387.798	7.80241	0.0117959
390.398	8.01599	0.00892304
392.997	8.26045	0.0211742
395.597	8.52898	0.02968
398.198	8.75254	0.023439
400.797	9.01489	0.00794549
403.397	9.28503	0.0164359
405.997	9.51187	0.0204948
411.198	10.0339	0.0128454
457.997	12.5151	0.222363
460.597	11.8938	0.0452218
463.197	12.0118	0.0231433
465.797	12.2321	0.0277699
468.397	12.4848	0.0349701
470.998	12.727	0.0310077
473.597	12.9356	0.0371573
476.197	13.164	0.0242768
478.797	13.4396	0.0284986
481.397	13.707	0.0362641
483.997	13.9799	0.0275152
486.597	14.1899	0.0239366
489.198	14.4463	0.0268606
491.798	14.7141	0.0329067
494.397	14.9782	0.0402594
496.997	15.2381	0.0367726
499.597	15.4978	0.0292936
502.198	15.7779	0.0232919
504.798	16.057	0.0184917
507.398	16.3099	0.0214513
