Distance (nm)	Force (pN)	ForceErr (pN)
252.299	0.904075	0.0210662
254.599	0.950156	0.0110766
259.199	1.03159	0.0100243
261.499	1.03073	0.00989255
266.099	1.17103	0.00806112
268.399	1.20668	0.00741739
270.699	1.21091	0.0116178
275.299	1.37124	0.0111833
277.599	1.39112	0.0185777
279.899	1.47327	0.0136427
282.199	1.55291	0.0165686
284.499	1.61024	0.00986638
289.098	1.75517	0.0178775
291.399	1.80351	0.0100949
293.699	1.87216	0.0103382
295.999	1.95349	0.0213852
298.299	2.02535	0.0230576
300.599	2.16078	0.0132824
302.899	2.26831	0.00998526
305.199	2.34725	0.0190696
307.499	2.43465	0.00780642
309.799	2.55091	0.0156429
312.098	2.673	0.0127541
314.399	2.75751	0.0122604
316.699	2.86641	0.0108978
318.999	2.98448	0.011192
321.299	3.15476	0.0183385
323.599	3.26229	0.0124396
325.899	3.41202	0.0104099
328.199	3.55567	0.015953
330.499	3.67182	0.0111343
332.799	3.84038	0.0157945
335.099	3.97167	0.0170771
337.399	4.12663	0.0174867
339.699	4.30113	0.0127371
341.999	4.49659	0.0255016
344.299	4.66675	0.017511
346.599	4.86002	0.012904
348.899	5.04902	0.0172927
351.199	5.22062	0.0181919
353.499	5.41929	0.0140338
355.799	5.60618	0.01845
358.099	5.7932	0.0108485
360.399	6.01103	0.0143345
362.699	6.2383	0.0182962
364.999	6.42254	0.0137552
367.299	6.63204	0.0141759
369.599	6.86151	0.0152216
371.899	7.06119	0.0149987
417.899	9.72194	0.0490083
420.199	9.44302	0.0512639
422.499	9.59946	0.0406548
424.799	9.57392	0.0123264
427.099	9.76524	0.0140383
429.399	9.96404	0.00352019
431.699	10.1503	0.00746076
433.999	10.3875	0.00941426
436.299	10.5827	0.0133148
438.599	10.8118	0.0100613
440.899	10.9951	0.0109782
443.199	11.2421	0.00848155
445.499	11.4513	0.00796192
447.798	11.681	0.0110346
450.099	11.8922	0.00892047
452.399	12.137	0.00858059
454.699	12.3474	0.00719885
456.999	12.5839	0.0115465
459.299	12.7858	0.0121905
461.599	13.0211	0.0111378
463.899	13.2661	0.0102499
466.199	13.4915	0.0125596
468.499	13.7323	0.0115151
470.799	13.9767	0.00905273
473.099	14.1971	0.0114353
475.399	14.4356	0.0151665
477.698	14.6917	0.0117395
