Distance (nm)	Force (pN)	ForceErr (pN)
249.999	0.760541	0.0143319
257.198	0.826857	0.0138574
259.598	0.89489	0.00996283
261.998	0.978434	0.011111
264.398	0.995057	0.0171281
266.798	1.04586	0.0175683
269.199	1.08767	0.0118798
271.598	1.14871	0.0126355
273.998	1.24145	0.0128929
276.399	1.30617	0.0129509
278.798	1.37607	0.013833
281.198	1.41126	0.00902241
283.598	1.51089	0.012901
285.999	1.58403	0.0104706
288.399	1.70353	0.0136427
290.799	1.78638	0.0113299
293.198	1.88909	0.0098011
295.598	1.97121	0.0139447
297.999	2.09636	0.00883793
300.399	2.21743	0.011299
302.799	2.34376	0.00914656
305.199	2.44426	0.0120725
307.598	2.56682	0.00999509
309.998	2.71837	0.0111342
312.399	2.8756	0.0117104
314.799	2.99154	0.013143
317.198	3.14978	0.0126739
319.598	3.30848	0.0125195
321.998	3.47206	0.0132495
324.398	3.64468	0.0144278
326.799	3.80092	0.0109596
329.199	3.96743	0.0132302
331.599	4.15773	0.0105748
333.998	4.35207	0.0115766
336.399	4.54535	0.0116295
338.799	4.73258	0.0106733
341.199	4.94336	0.0105689
343.599	5.13308	0.0115561
345.999	5.33999	0.0113221
348.398	5.53007	0.00968706
350.798	5.73672	0.0122592
353.198	5.94302	0.0116175
355.599	6.16269	0.013216
360.399	6.57968	0.01415
413.199	9.6802	0.0654759
415.599	9.4409	0.0449132
417.998	9.53999	0.0391643
420.398	9.56852	0.0182201
422.799	9.76369	0.014352
425.198	9.97239	0.0117406
427.598	10.1669	0.0112239
429.998	10.3732	0.0107667
432.399	10.5833	0.0103104
434.799	10.812	0.00940583
437.198	11.0379	0.0100618
439.598	11.2584	0.0104887
441.999	11.4812	0.0108532
444.399	11.7123	0.0108343
446.799	11.9357	0.0112014
449.199	12.1738	0.0118696
451.598	12.3964	0.00972807
453.999	12.6368	0.0120462
456.398	12.865	0.0122033
458.798	13.1052	0.0109489
461.199	13.3528	0.0106331
463.598	13.583	0.0113396
465.998	13.8287	0.0109065
468.398	14.0519	0.0103407
470.799	14.299	0.0100062
475.598	14.7866	0.0105798
477.999	15.0326	0.0100152
480.398	15.2753	0.0115163
482.798	15.515	0.0103792
485.199	15.7499	0.0107959
487.599	16.0033	0.0107752
