Distance (nm)	Force (pN)	ForceErr (pN)
283.698	0.766587	0.01324
287.398	0.839166	0.013445
291.098	0.887479	0.0155673
294.798	0.949302	0.0115588
298.498	1.01914	0.0127352
302.198	1.11134	0.013877
309.598	1.29623	0.0123083
313.298	1.40834	0.0117258
316.998	1.5359	0.0159185
320.698	1.69392	0.0111888
324.398	1.75073	0.0135057
328.098	1.91544	0.0106624
335.498	2.2214	0.0133331
339.198	2.42292	0.0139501
342.898	2.62017	0.00991169
346.598	2.80676	0.0124958
350.298	3.0317	0.0112418
353.998	3.25403	0.0157533
357.698	3.50978	0.0121568
361.399	3.75146	0.0186071
365.099	3.97847	0.0156379
368.798	4.30413	0.0119985
372.498	4.56091	0.0161389
376.198	4.81708	0.0175786
379.898	5.14729	0.0154093
383.598	5.43708	0.0184649
387.299	5.74929	0.014309
413.198	7.94112	0.0139842
416.898	8.22163	0.0169573
457.598	9.95254	0.0278693
472.398	9.90083	0.0240864
476.098	10.008	0.0215712
483.498	10.089	0.0282866
487.198	10.0761	0.0283838
494.598	10.0294	0.0373732
498.298	10.0069	0.0188913
505.698	10.0494	0.0185026
513.098	10.0014	0.032054
524.198	10.0426	0.0179913
546.398	9.90656	0.0226584
550.098	9.86839	0.0245012
553.798	9.90401	0.0144347
557.498	9.82125	0.0192453
561.198	9.85068	0.0216432
564.898	9.93315	0.0183176
575.998	10.1018	0.0167141
587.098	9.86877	0.0375378
590.797	9.7566	0.0314064
594.498	9.77192	0.0187064
598.198	9.82509	0.0290075
601.898	9.99654	0.0262398
605.598	10.1669	0.0305317
609.298	10.411	0.0249983
612.998	10.6259	0.0279353
616.698	10.8737	0.0320305
620.398	11.1456	0.0358031
624.098	11.4023	0.0353336
627.798	11.6177	0.038697
631.498	11.885	0.0308836
635.198	12.1233	0.0332759
638.898	12.3764	0.0346477
642.598	12.6119	0.0335967
