Distance (nm)	Force (pN)	ForceErr (pN)
252.998	0.712469	0.0108758
255.998	0.737969	0.00993888
258.997	0.809805	0.0143191
261.998	0.847282	0.0136422
267.998	0.88866	0.00970979
270.997	0.946404	0.0103151
273.998	1.04158	0.0142025
279.998	1.14359	0.00765398
282.997	1.21465	0.0134388
285.998	1.36406	0.0160159
288.999	1.42604	0.015923
291.999	1.44374	0.0107963
294.998	1.5581	0.00835084
297.998	1.69096	0.0111347
300.998	1.83904	0.0210247
303.998	1.90631	0.0146684
306.998	2.07935	0.0066187
309.998	2.22875	0.00917756
312.998	2.37318	0.0113252
315.999	2.51508	0.0108669
318.999	2.67631	0.0124248
321.998	2.88216	0.00801334
324.998	3.0492	0.00703062
327.998	3.2528	0.0101842
330.998	3.4325	0.00795103
333.998	3.65762	0.0149925
336.998	3.84242	0.0118009
339.998	4.08409	0.0106539
342.998	4.34635	0.00878124
345.997	4.61787	0.0153526
348.997	4.83757	0.0153736
351.997	5.08354	0.00741722
354.998	5.37815	0.00521669
357.998	5.64521	0.00979934
360.998	5.88671	0.0157503
363.998	6.2068	0.0105483
366.999	6.47365	0.0104721
369.998	6.81382	0.00539765
372.998	7.0602	0.00667239
375.998	7.39386	0.00708008
378.998	7.6875	0.0106279
381.998	8.00025	0.0104895
384.998	8.34032	0.0102998
387.998	8.65616	0.00956268
390.998	9.00596	0.00585819
393.998	9.29331	0.00529849
399.998	9.97093	0.0107616
402.999	10.3058	0.00788046
405.998	10.6498	0.0112375
441.998	13.2809	0.128541
444.997	12.2476	0.160706
447.998	12.3111	0.194977
450.998	12.0959	0.0136934
453.998	12.3787	0.0120582
456.997	12.7	0.0107256
459.997	12.9881	0.00672277
462.997	13.3301	0.00942377
465.997	13.6286	0.0110429
468.998	13.9384	0.0135017
471.999	14.2494	0.0148887
474.999	14.5458	0.0147651
477.999	14.9028	0.00857425
480.998	15.211	0.0118001
483.998	15.5499	0.00854081
486.998	15.8974	0.0140591
489.998	16.2186	0.013008
492.998	16.564	0.0117574
495.998	16.8902	0.0110591
498.998	17.2066	0.0118235
501.998	17.5343	0.0158804
504.997	17.8948	0.00934449
507.998	18.2092	0.014439
510.998	18.5688	0.0120006
513.998	18.8938	0.0120546
516.999	19.254	0.0126902
519.999	19.6092	0.0144652
522.999	19.9418	0.0121469
525.999	20.3055	0.00886966
528.998	20.6641	0.00909538
531.998	21.0111	0.00800469
534.998	21.3369	0.00964132
537.998	21.6983	0.0158015
543.998	22.404	0.0136604
546.999	22.745	0.0111403
