Distance (nm)	Force (pN)	ForceErr (pN)
253.996	0.549003	0.00990884
259.993	0.705347	0.0136336
261.994	0.737356	0.0267141
263.994	0.751944	0.0517479
265.995	0.776028	0.0201312
269.996	0.821036	0.0186348
271.995	0.872604	0.0167823
273.995	0.854987	0.0233792
275.996	1.04444	0.0283881
277.995	1.05164	0.020248
283.994	1.12067	0.0251257
285.995	1.25914	0.0208642
287.996	1.30061	0.019222
289.996	1.28099	0.0150089
293.996	1.44566	0.0121021
295.995	1.5393	0.0117055
297.995	1.64524	0.0148373
301.995	1.7595	0.0189964
309.995	2.10649	0.00784819
311.995	2.24553	0.0137899
313.995	2.45177	0.0156481
315.994	2.48851	0.0253212
317.994	2.65189	0.020891
319.995	2.79762	0.0204369
321.996	2.93657	0.0185821
323.996	3.07875	0.0248333
325.996	3.19916	0.0189952
327.996	3.36334	0.0110943
329.995	3.57961	0.0128088
331.995	3.77006	0.0151547
333.995	3.8768	0.0254711
335.995	4.09005	0.0117815
337.994	4.23887	0.0223272
339.994	4.4544	0.0166908
341.995	4.66103	0.0184101
345.996	5.06798	0.0191601
347.996	5.33088	0.0156453
351.994	5.79049	0.0110076
353.993	6.04355	0.022311
357.994	6.48174	0.00798146
401.995	10.1606	0.104211
403.995	9.83283	0.0327082
405.996	9.78632	0.0881094
407.996	9.53113	0.013771
409.995	9.69105	0.0454486
411.995	9.89101	0.0133431
413.994	10.1147	0.0158014
415.994	10.379	0.0165163
417.995	10.6109	0.0141939
419.996	10.8659	0.00949065
421.996	11.1607	0.0199449
425.994	11.6698	0.0248161
427.994	11.9018	0.0202269
431.994	12.4571	0.0158016
437.996	13.3432	0.0201469
439.996	13.6357	0.0141579
447.994	14.7843	0.00823078
