Distance (nm)	Force (pN)	ForceErr (pN)
299.999	1.45119	0.0252034
301.498	1.46128	0.0311658
302.998	1.5429	0.0255866
304.498	1.625	0.0241137
305.998	1.63733	0.0251479
307.498	1.73841	0.0179039
308.998	1.76391	0.0311547
310.498	1.85227	0.0283963
311.998	1.95522	0.0284259
313.497	2.03998	0.020661
314.997	2.07389	0.0246752
316.497	2.15718	0.0230948
319.497	2.32375	0.031237
320.998	2.46221	0.0339077
322.498	2.48843	0.020059
323.998	2.59665	0.0206049
325.499	2.71484	0.0254046
326.999	2.78555	0.0207666
329.999	3.03605	0.0220525
331.499	3.09594	0.027339
332.998	3.2367	0.0277335
334.498	3.39397	0.0198346
335.998	3.46123	0.0191715
337.498	3.55992	0.0187839
338.998	3.67022	0.0214344
340.498	3.79544	0.0222475
341.998	3.90106	0.0215088
343.498	4.01661	0.0190821
344.998	4.15375	0.0265109
346.498	4.27492	0.0238521
347.998	4.38284	0.0207577
349.498	4.5264	0.0174063
350.998	4.64318	0.0190605
352.498	4.78073	0.0224254
353.998	4.91452	0.0221728
355.497	5.05285	0.0186732
356.998	5.14727	0.018371
358.498	5.28384	0.0206673
359.998	5.42924	0.0185026
361.498	5.57932	0.0192144
362.998	5.73714	0.016746
364.498	5.87725	0.0182769
365.998	6.0009	0.019104
367.498	6.14962	0.0167283
368.998	6.29429	0.0174283
371.998	6.55705	0.017896
373.498	6.69917	0.0171616
377.997	7.12048	0.0152508
379.497	7.25287	0.0144439
403.498	8.58258	0.0920663
404.998	8.69678	0.0732055
406.498	8.49777	0.0314604
407.999	8.75897	0.0540191
409.499	8.7825	0.0339847
410.999	8.83053	0.0335661
412.499	8.90438	0.0235133
413.999	9.06075	0.0247605
415.498	9.19778	0.0202448
416.998	9.33795	0.0172287
418.498	9.47503	0.0197829
419.998	9.64779	0.0191599
421.498	9.77278	0.0186267
422.998	9.90017	0.0183756
424.498	10.0278	0.0172822
425.998	10.1778	0.018518
427.498	10.3566	0.0167251
428.998	10.4924	0.017402
430.499	10.6356	0.021433
431.999	10.7745	0.0213065
433.499	10.9295	0.0207345
434.999	11.066	0.020485
436.498	11.2392	0.0214031
437.998	11.3828	0.0193616
439.498	11.525	0.02125
440.998	11.6542	0.0202847
442.498	11.8145	0.025015
443.998	12.001	0.0231351
445.498	12.1237	0.0170594
446.998	12.2968	0.0156515
448.498	12.4418	0.0156677
