Distance (nm)	Force (pN)	ForceErr (pN)
249.998	0.55131	0.014828
252.497	0.560488	0.0140364
254.997	0.591061	0.0202815
257.498	0.67465	0.0120325
259.998	0.69297	0.0120493
262.497	0.749805	0.010651
264.998	0.835549	0.0127403
269.997	0.890171	0.0157654
272.498	0.937183	0.0219964
274.997	0.943153	0.0151156
277.497	1.01194	0.00868443
282.498	1.11841	0.00809326
284.997	1.13502	0.0116009
287.497	1.21642	0.0128881
289.998	1.35129	0.0108467
292.498	1.42309	0.0123967
294.998	1.41458	0.0142765
299.997	1.64352	0.0144611
302.498	1.738	0.0137807
307.497	1.90062	0.0244922
309.997	1.99109	0.0205364
312.498	2.15244	0.0123793
314.997	2.23214	0.0217455
317.497	2.34736	0.0127952
319.998	2.44272	0.015358
322.498	2.55802	0.0127063
324.998	2.74129	0.0177903
327.498	2.84038	0.0219576
329.997	3.04148	0.0204477
332.497	3.15944	0.0139811
334.997	3.32895	0.0231011
337.497	3.49437	0.0147915
339.997	3.6247	0.00642353
342.497	3.82212	0.00995283
344.997	4.00561	0.0156635
347.498	4.18929	0.0174682
349.998	4.37663	0.0131266
352.498	4.58849	0.0126442
354.998	4.79761	0.0128646
357.497	4.97615	0.0188556
359.997	5.17624	0.0097371
362.498	5.36857	0.0203055
364.998	5.59063	0.00965402
367.498	5.80748	0.0107685
369.998	6.02682	0.0105518
372.498	6.25338	0.0144983
377.497	6.69589	0.0148486
382.497	7.12222	0.0159224
427.497	9.62333	0.0800322
429.998	9.25921	0.0593099
432.497	9.23032	0.0482016
434.997	9.33164	0.014673
437.498	9.53014	0.0181237
439.998	9.71595	0.0103723
442.497	9.93145	0.0115871
444.998	10.131	0.0087597
447.497	10.3042	0.0108076
452.498	10.7692	0.0178937
454.997	10.9615	0.0156853
457.497	11.2018	0.0162038
459.998	11.3857	0.0176326
462.497	11.6252	0.0173493
464.997	11.8593	0.017746
467.497	12.0941	0.0158375
469.997	12.3052	0.0193825
472.497	12.561	0.0181314
474.997	12.7933	0.0199328
477.497	13.0413	0.0197898
479.997	13.2742	0.0205704
482.498	13.4979	0.0171689
484.998	13.7555	0.0185289
487.497	14.0113	0.0181149
492.497	14.4409	0.0185299
494.997	14.7146	0.0227597
