Distance (nm)	Force (pN)	ForceErr (pN)
254.998	1.03053	0.0045927
257.648	1.0903	0.0110951
262.948	1.16736	0.0132813
268.248	1.26123	0.0086276
270.898	1.27393	0.00810607
273.549	1.33506	0.00941804
276.198	1.37026	0.00646576
278.848	1.46456	0.01003
281.498	1.50867	0.0091359
284.149	1.56524	0.00820656
286.799	1.6532	0.0100721
289.448	1.69895	0.0113571
292.098	1.80094	0.0059439
294.749	1.87321	0.0112351
297.399	1.94291	0.00760073
300.048	2.00573	0.0112046
302.698	2.14375	0.0106713
307.998	2.28975	0.0133873
310.649	2.39571	0.00877536
313.299	2.48832	0.0126058
315.948	2.61727	0.0101142
318.598	2.77909	0.00845628
321.249	2.87041	0.0132207
323.899	2.99433	0.00970344
326.548	3.15266	0.00658787
329.198	3.27577	0.0121548
331.848	3.42396	0.0142955
334.498	3.59504	0.00951613
337.148	3.7261	0.0157352
339.798	3.85732	0.0184179
342.448	4.04093	0.0124855
345.098	4.21326	0.0129903
347.749	4.38652	0.0188904
350.398	4.58548	0.0119458
353.048	4.73239	0.0158187
355.698	4.95551	0.0139022
358.348	5.13109	0.0142901
360.999	5.34217	0.0150883
363.649	5.48663	0.0180137
366.298	5.71745	0.0138589
368.948	5.89641	0.0158772
371.599	6.10651	0.0164427
374.249	6.31987	0.0160758
376.898	6.52593	0.0146932
379.548	6.72345	0.0178277
382.199	6.93991	0.0157899
384.849	7.14552	0.0143026
387.498	7.36249	0.0186805
390.148	7.58215	0.0167733
392.798	7.79526	0.016666
395.449	8.04561	0.0165615
398.098	8.25888	0.0209241
400.748	8.49264	0.018315
403.398	8.70782	0.0135538
406.049	8.96421	0.0185245
408.698	9.18608	0.0176326
421.949	10.3346	0.0162451
459.049	12.1354	0.120505
461.698	11.9756	0.114291
464.348	11.75	0.0910268
466.998	11.4801	0.0195213
469.648	11.6836	0.0156257
472.298	11.9126	0.0140091
474.949	12.1718	0.013049
477.598	12.3686	0.0136241
480.248	12.6118	0.0135578
482.899	12.8317	0.0110865
485.549	13.0672	0.0140072
488.198	13.3012	0.0129637
490.848	13.5364	0.0130036
493.498	13.7772	0.0138982
496.149	14.0305	0.0134735
498.798	14.2969	0.0158546
501.448	14.5546	0.0125105
504.098	14.7608	0.0107968
506.749	15.0066	0.0126924
509.399	15.288	0.0124804
512.048	15.5233	0.0198857
514.698	15.7861	0.0160147
517.349	16.0171	0.0166349
