Distance (nm)	Force (pN)	ForceErr (pN)
264.997	0.658738	0.0154942
268.897	0.659576	0.0159851
272.799	0.715573	0.0101328
276.698	0.794109	0.0132231
280.599	0.868138	0.0118396
284.498	0.933833	0.0166795
292.298	1.11302	0.0101822
296.198	1.23492	0.012867
300.098	1.33511	0.0163216
303.998	1.49057	0.00381007
311.798	1.78663	0.0126029
315.698	1.9541	0.0160493
319.597	2.12699	0.0117996
323.498	2.32802	0.00935699
327.398	2.55588	0.0111569
331.298	2.75411	0.0145073
335.198	2.97958	0.0152188
339.098	3.25405	0.0128162
342.998	3.48613	0.0179922
346.898	3.75884	0.0101724
350.798	4.01949	0.0203142
354.698	4.28621	0.0175065
358.598	4.55807	0.0163971
362.498	4.88314	0.0176533
366.398	5.19104	0.0205555
370.298	5.49663	0.0205852
374.198	5.82305	0.0203261
397.598	7.67776	0.026496
401.498	8.03791	0.0221539
436.598	9.65627	0.0297546
440.498	9.71326	0.0253049
459.998	9.6043	0.0195461
463.898	9.61029	0.0365593
479.498	9.6319	0.0359661
483.398	9.54412	0.0214568
487.298	9.5919	0.0213057
506.798	9.69235	0.00859727
514.598	9.65641	0.0239436
526.298	9.527	0.0327385
534.097	9.41799	0.0269071
537.997	9.47792	0.0197205
545.798	9.50211	0.0102994
549.698	9.52778	0.0187659
569.198	9.53117	0.0368771
573.098	9.43118	0.0321218
576.998	9.50648	0.0153342
580.898	9.65523	0.0121041
584.798	9.86149	0.00851563
588.698	10.0999	0.00553704
596.498	10.5759	0.00687078
600.397	10.861	0.0112653
604.298	11.1016	0.0102109
608.198	11.359	0.00925366
612.097	11.6216	0.00783388
615.998	11.8926	0.0146009
619.898	12.1615	0.00948509
623.798	12.4235	0.0105435
627.698	12.7206	0.0118156
631.599	12.9841	0.0116092
635.498	13.2751	0.0124331
639.398	13.5522	0.0103862
643.298	13.8391	0.0109677
647.198	14.1502	0.00949804
651.098	14.4295	0.0116513
