Distance (nm)	Force (pN)	ForceErr (pN)
253.998	1.00477	0.0111077
255.998	1.00144	0.00642356
261.999	1.10429	0.0149523
263.998	1.18271	0.0148689
265.999	1.23701	0.0172994
271.998	1.34598	0.0109344
273.999	1.33218	0.00908707
277.999	1.4422	0.0135516
279.998	1.47527	0.0141923
281.998	1.58011	0.00842399
283.998	1.57363	0.014295
285.998	1.66895	0.0132354
287.998	1.77234	0.0175912
289.999	1.79907	0.0137651
291.999	1.87223	0.0111687
293.999	1.91038	0.00745511
295.998	1.98118	0.0102761
297.998	2.09948	0.0154203
299.998	2.15505	0.0164257
301.998	2.1753	0.0113929
303.998	2.29968	0.0117369
305.999	2.34773	0.0147526
307.999	2.45749	0.00954852
309.999	2.57238	0.012553
311.999	2.64532	0.0113464
313.998	2.76976	0.0125513
315.998	2.87436	0.0127
317.998	2.97333	0.0108358
319.999	3.10741	0.0097648
321.999	3.19641	0.0169656
323.999	3.3157	0.0130552
325.999	3.4101	0.0106162
327.998	3.58975	0.00789212
329.998	3.65718	0.0155323
331.998	3.82123	0.00705177
333.998	3.9738	0.0111674
335.999	4.13992	0.0115582
337.999	4.24671	0.00934432
339.998	4.38841	0.00869582
341.998	4.5275	0.00981102
343.998	4.6771	0.00720091
345.999	4.83382	0.00895402
347.999	5.01356	0.0134678
349.998	5.16656	0.00908489
351.999	5.31423	0.00978067
353.999	5.48657	0.0092355
355.999	5.62446	0.0124725
357.999	5.81479	0.0119936
359.999	5.97408	0.0102613
361.998	6.13973	0.0107657
363.999	6.32292	0.00774623
365.998	6.50803	0.00973112
395.999	8.40462	0.0449891
397.998	8.34614	0.0329813
399.998	8.43926	0.0383059
401.999	8.46763	0.0201284
403.999	8.59134	0.0174937
405.998	8.6975	0.0131227
407.998	8.87436	0.0121201
409.999	9.08472	0.0132251
411.999	9.2559	0.00893646
413.998	9.43956	0.00893077
415.998	9.61345	0.0092961
417.998	9.80846	0.00929804
419.998	9.99043	0.010163
421.999	10.1852	0.00896834
423.999	10.385	0.00815255
425.999	10.5779	0.00811689
427.999	10.774	0.00752628
429.998	10.9536	0.0112179
431.998	11.1607	0.00951254
433.998	11.3777	0.00975572
435.999	11.563	0.0104337
437.999	11.7761	0.00915395
439.999	11.9669	0.0101191
441.999	12.1789	0.00993226
443.998	12.3782	0.0100921
445.998	12.5807	0.01089
447.998	12.7861	0.00923526
