Distance (nm)	Force (pN)	ForceErr (pN)
249.998	0.745026	0.011237
256.198	0.780828	0.00867282
259.299	0.800245	0.00866044
262.398	0.819244	0.00653087
265.498	0.901751	0.0182964
268.598	0.914029	0.0135384
271.698	0.974814	0.0084022
274.798	1.07018	0.00711299
277.898	1.08259	0.0120111
280.997	1.17094	0.00891652
284.098	1.18622	0.0127667
287.198	1.2618	0.0167428
290.298	1.30432	0.0167643
293.398	1.39763	0.0158018
296.498	1.50465	0.00767489
299.598	1.51543	0.0137914
302.699	1.66288	0.0197924
305.799	1.77672	0.0127563
308.898	1.87813	0.0215562
311.998	1.97088	0.0161877
315.098	2.12647	0.0147256
318.198	2.28452	0.0118596
321.298	2.43245	0.0107164
324.398	2.57484	0.0101283
327.498	2.70213	0.0117863
330.598	2.88309	0.0131932
333.698	3.08837	0.0134913
336.798	3.26347	0.0120771
339.898	3.47149	0.0106449
342.998	3.65116	0.0149888
346.098	3.87652	0.0170977
349.198	4.08751	0.015473
352.298	4.30812	0.016839
355.398	4.56778	0.0114363
358.498	4.78507	0.0180376
361.598	5.02416	0.013999
364.698	5.26879	0.0151281
367.798	5.51198	0.0191886
370.899	5.76543	0.0126688
373.998	6.01061	0.014979
377.099	6.24855	0.0172815
380.199	6.51791	0.0106073
383.299	6.79095	0.0146434
386.399	7.04426	0.0127916
389.499	7.29493	0.0162167
392.599	7.56384	0.0152658
395.699	7.8501	0.016817
398.798	8.12265	0.0189424
401.898	8.39492	0.0177928
404.998	8.6866	0.0146982
408.098	8.98525	0.0134158
448.398	12.0669	0.0315786
451.498	12.1638	0.0382089
454.598	12.2798	0.0248594
485.598	11.951	0.0713275
488.698	11.6974	0.0244284
491.798	11.9156	0.0379465
494.898	12.0976	0.0202904
497.998	12.3513	0.0138613
501.098	12.5876	0.0125712
504.199	12.8507	0.00845022
507.298	13.1381	0.0161141
510.398	13.3915	0.0130215
513.498	13.6473	0.0155821
516.598	13.921	0.0121428
519.698	14.2029	0.0117409
522.798	14.4985	0.0123522
525.899	14.7983	0.0106037
528.998	15.0575	0.0085764
535.198	15.6094	0.0131699
538.298	15.9183	0.00821977
541.399	16.1995	0.0113553
544.499	16.5052	0.00957611
547.599	16.7889	0.0109355
553.799	17.3886	0.0102112
556.898	17.6901	0.0162018
