Distance (nm)	Force (pN)	ForceErr (pN)
249.998	1.25439	0.0192439
255.198	1.36247	0.0167313
257.798	1.39079	0.0131906
262.998	1.51597	0.0186621
265.598	1.65596	0.0148959
270.797	1.69821	0.0280614
275.997	1.82003	0.020022
281.198	2.01385	0.0155941
283.798	2.0813	0.0200898
286.397	2.12298	0.020134
288.998	2.28848	0.0191574
291.598	2.35461	0.0148721
294.198	2.45844	0.019354
296.797	2.51782	0.0183314
299.397	2.58632	0.0316806
301.998	2.69614	0.0255707
304.598	2.81347	0.0198356
307.197	2.94136	0.0148289
309.797	3.12536	0.0103002
312.398	3.2189	0.0231091
314.998	3.375	0.0194614
317.597	3.52153	0.0120886
320.197	3.65875	0.0154665
322.798	3.78581	0.0171961
325.398	3.93391	0.0208878
327.997	4.15186	0.0222325
330.597	4.28645	0.015996
333.197	4.47573	0.017864
335.798	4.70135	0.0109816
338.398	4.80995	0.0128772
340.997	5.00849	0.0111855
343.598	5.24342	0.0129821
346.198	5.39664	0.0181242
348.797	5.63164	0.0103429
351.397	5.78458	0.0163671
353.998	5.9982	0.0105331
356.598	6.19237	0.00601144
359.197	6.43033	0.00780227
361.797	6.6448	0.00544957
364.397	6.82544	0.00501528
366.998	7.04514	0.0138001
369.597	7.28299	0.0149518
372.197	7.48749	0.0149651
374.798	7.72239	0.0111217
377.398	7.94113	0.00927692
379.997	8.18423	0.0123961
382.597	8.3901	0.00964853
385.198	8.64313	0.0144328
387.798	8.8703	0.0137151
390.398	9.13532	0.0115817
392.997	9.34364	0.013566
395.597	9.60426	0.0116171
398.198	9.84411	0.0129755
400.797	10.1029	0.0160124
444.998	12.8303	0.12059
447.598	11.6813	0.0709016
450.197	11.7425	0.0134387
452.798	12.0938	0.0367228
455.398	12.2371	0.0142989
457.997	12.4507	0.0140545
460.598	12.666	0.00954824
463.198	12.9126	0.0124852
465.797	13.1468	0.0141448
468.397	13.4005	0.0167932
473.598	13.8813	0.0146387
476.197	14.1359	0.0135499
478.797	14.4007	0.0180832
481.398	14.649	0.0122033
483.997	14.8897	0.0137543
486.598	15.1611	0.0128307
489.198	15.4018	0.0120218
491.798	15.6617	0.0135012
494.398	15.9233	0.013529
496.998	16.19	0.0133168
499.597	16.4238	0.016057
502.198	16.6931	0.0129326
504.798	16.9429	0.0149826
507.398	17.2252	0.0102114
