Distance (nm)	Force (pN)	ForceErr (pN)
270	0.849128	0.00356905
272.5	0.860173	0.0069275
277.5	0.938664	0.0111459
280	0.985866	0.00774804
282.5	1.02752	0.00799765
285	1.04171	0.0126698
287.5	1.13461	0.011513
292.5	1.23308	0.00566467
295	1.27948	0.00546395
297.5	1.3674	0.014557
300	1.40604	0.0100555
302.5	1.4851	0.00577883
305	1.54278	0.00694976
307.5	1.60472	0.0132786
310	1.70179	0.00453685
312.5	1.78767	0.00860711
315	1.88922	0.00842451
317.5	1.96325	0.00961767
320	2.06435	0.00918136
322.5	2.17425	0.0111118
325	2.26949	0.0103447
327.5	2.39119	0.00727447
330	2.50636	0.00904159
332.5	2.61835	0.00683473
335	2.74074	0.0120187
337.5	2.88527	0.00942784
340	3.02417	0.00809484
342.5	3.15647	0.00975244
345	3.30179	0.00953456
347.5	3.45565	0.00957046
350	3.62763	0.0129992
352.5	3.79147	0.00953609
355	3.96442	0.00828561
357.5	4.10246	0.0126004
360	4.2929	0.0114937
362.5	4.48248	0.00924518
365	4.66591	0.00925037
367.5	4.83981	0.0068087
370	5.03761	0.00866061
372.5	5.21232	0.00904277
375	5.4047	0.00692417
377.5	5.61825	0.0103718
380	5.82953	0.0108041
382.5	6.02258	0.00892686
385	6.23276	0.00689153
387.5	6.44082	0.0067433
390	6.65827	0.00896802
392.5	6.88245	0.00579522
395	7.09113	0.00808918
397.5	7.31518	0.00816917
400	7.53589	0.00978305
402.5	7.76778	0.00809014
405	7.98144	0.00867498
407.5	8.22326	0.0077912
410	8.44549	0.00876872
412.5	8.66791	0.00843833
460	11.1617	0.0992461
462.5	10.8888	0.0600024
465	10.7165	0.0218151
467.5	10.7082	0.00581692
470	10.9077	0.0132621
472.5	11.1503	0.00748799
475	11.3304	0.00817886
477.5	11.5527	0.00797481
480	11.7637	0.00913272
482.5	11.9853	0.00937527
485	12.2021	0.00896492
487.5	12.4271	0.00827011
490	12.657	0.00833965
492.5	12.8905	0.00707822
495	13.1195	0.00787329
497.5	13.3483	0.00975686
500	13.5614	0.00933522
502.5	13.8021	0.0100613
505	14.0306	0.0103502
507.5	14.2704	0.0101777
510	14.5087	0.010154
512.5	14.7469	0.00974519
515	14.9814	0.00687949
517.5	15.2319	0.00728867
