Distance (nm)	Force (pN)	ForceErr (pN)
252.995	0.706859	0.0419085
255.994	0.800738	0.056461
264.993	0.995662	0.0647723
267.993	0.993665	0.0445243
270.992	1.03587	0.060964
273.993	1.14254	0.0782695
276.994	1.2549	0.0583033
282.997	1.2401	0.0375523
285.997	1.21708	0.0340225
288.997	1.32514	0.0320781
291.997	1.37904	0.036532
294.996	1.50713	0.0287576
297.996	1.56024	0.0367725
300.996	1.64256	0.0361182
303.997	1.81678	0.039343
306.997	1.89449	0.036566
309.996	2.06856	0.0393185
315.995	2.30495	0.0498639
318.995	2.60073	0.0497467
321.995	2.76558	0.0423187
324.994	2.90599	0.0468739
327.994	3.08628	0.0361038
330.993	3.38529	0.0395297
333.994	3.55564	0.0446897
336.995	3.81494	0.0450117
339.994	4.04847	0.0496472
342.994	4.31051	0.0501499
345.993	4.59025	0.0548718
348.993	4.86443	0.0470544
351.993	5.1309	0.0544275
354.992	5.45536	0.0529955
357.993	5.72526	0.0437627
360.994	6.06047	0.0463866
363.996	6.39878	0.0510447
366.998	6.68709	0.0499791
369.997	7.04223	0.0500893
372.997	7.34969	0.0430553
381.996	8.38177	0.0445672
384.995	8.75272	0.042695
387.996	9.1197	0.045915
435.994	13.3644	0.0747876
453.996	13.3838	0.0794474
456.997	13.4537	0.067845
465.996	12.2257	0.215704
468.995	11.96	0.0395367
471.995	12.1571	0.0343033
474.994	12.4277	0.0367083
477.994	12.7438	0.0348268
480.994	13.0703	0.0227481
483.993	13.4051	0.0236917
489.996	14.0121	0.0200863
492.997	14.3746	0.0242277
495.996	14.704	0.0210855
498.996	15.0339	0.0243718
501.995	15.3773	0.0241566
504.995	15.7086	0.0268582
507.995	16.0797	0.0289489
516.996	17.1412	0.0279899
519.995	17.4996	0.0301757
522.995	17.8779	0.0315202
525.994	18.2518	0.034572
528.994	18.6154	0.031117
534.993	19.3604	0.0286304
540.992	20.1083	0.0299778
543.994	20.5133	0.0284813
546.996	20.8914	0.0305416
