Distance (nm)	Force (pN)	ForceErr (pN)
259.998	0.869508	0.0362293
262.898	1.00288	0.0990547
265.799	1.01956	0.021853
268.698	1.05866	0.0265162
271.597	1.14171	0.0237551
277.397	1.25361	0.0215753
283.198	1.47073	0.0167126
286.098	1.52572	0.0190938
288.998	1.6769	0.0299881
291.898	1.68001	0.0217531
294.799	1.75136	0.0132913
297.698	1.86774	0.0212854
300.598	1.99747	0.0199581
303.498	2.08321	0.0205356
306.397	2.24548	0.0150763
309.298	2.41114	0.0198609
312.198	2.55129	0.0224298
315.098	2.68092	0.0173499
317.998	2.80105	0.0220879
320.898	3.00725	0.0186411
323.799	3.16537	0.0246171
326.698	3.34356	0.0208012
329.598	3.57689	0.0184513
332.498	3.81298	0.0193527
335.398	3.95604	0.0199767
338.299	4.1751	0.0175974
341.198	4.38646	0.0147709
344.098	4.60197	0.0239387
346.998	4.83343	0.0239358
349.898	5.08968	0.0207533
352.798	5.30011	0.0228067
355.698	5.57683	0.024678
358.598	5.79181	0.0220766
361.498	6.04967	0.0286625
364.398	6.34825	0.0246887
367.299	6.61468	0.0203393
370.199	6.8998	0.0234132
373.099	7.18784	0.0220955
375.999	7.47431	0.0262775
378.898	7.79295	0.0250476
381.798	8.09509	0.0257577
384.698	8.37707	0.0207973
387.598	8.66578	0.0248678
390.498	9.02005	0.022334
393.398	9.31873	0.023397
396.298	9.61621	0.0280877
399.199	9.91171	0.0266715
442.699	12.8368	0.187921
445.599	12.8106	0.174427
448.499	12.2156	0.122703
451.398	12.1228	0.0459952
454.298	12.4503	0.0328211
457.199	12.6929	0.0277088
460.098	12.9827	0.0265934
462.998	13.2825	0.0289312
465.898	13.6029	0.0266198
468.798	13.8843	0.0274193
471.699	14.229	0.0271619
474.599	14.5219	0.0277784
477.499	14.8535	0.0296445
480.399	15.1498	0.0288922
483.299	15.4676	0.0290287
486.199	15.7707	0.0303408
489.098	16.094	0.0294832
491.998	16.4072	0.0284518
494.898	16.7464	0.0263689
497.798	17.0799	0.0248022
500.698	17.4152	0.0276384
503.598	17.735	0.0242047
506.499	18.06	0.020301
509.398	18.3968	0.0248197
512.298	18.7263	0.0250425
515.198	19.0838	0.0205212
518.098	19.4372	0.025775
520.998	19.7487	0.0255704
523.897	20.0899	0.02646
526.797	20.4117	0.0242008
529.698	20.7709	0.0226247
532.598	21.1089	0.02449
535.498	21.4461	0.0230723
538.398	21.8059	0.0276847
541.298	22.1409	0.0275575
544.198	22.4727	0.0261158
547.098	22.8166	0.0218299
