Distance (nm)	Force (pN)	ForceErr (pN)
250	0.469458	0.0174267
256.2	0.46205	0.0093189
259.3	0.536263	0.0174999
268.6	0.583906	0.0182588
271.7	0.641152	0.0193295
274.8	0.6775	0.0108331
277.9	0.720553	0.0159407
284.1	0.822681	0.01512
290.3	0.966802	0.0175718
293.4	1.00098	0.0111971
296.5	1.07956	0.015426
299.599	1.16929	0.0149138
302.699	1.25818	0.0184026
305.799	1.35991	0.0211991
308.9	1.47108	0.016521
311.999	1.59449	0.0154095
315.099	1.67636	0.0144262
318.199	1.84285	0.0150336
321.299	1.95703	0.0136177
324.399	2.12764	0.0150835
327.499	2.28373	0.0125882
330.599	2.43321	0.0145505
333.699	2.65458	0.0178313
336.799	2.8268	0.0127404
339.899	3.05084	0.0189931
342.999	3.2283	0.0145049
346.099	3.4582	0.012798
349.199	3.66592	0.0148261
352.299	3.89023	0.0150445
355.399	4.12962	0.0167156
358.499	4.3831	0.0173793
361.599	4.62022	0.0153395
364.699	4.86974	0.0159759
367.799	5.13607	0.019208
370.899	5.39058	0.0163677
373.999	5.64758	0.0186354
377.099	5.90597	0.0128563
380.199	6.19148	0.012987
383.299	6.45763	0.0142995
386.399	6.74309	0.0176097
389.499	7.03691	0.0123718
392.599	7.33777	0.0189677
395.699	7.6306	0.0189613
398.799	7.92337	0.0173557
401.899	8.22189	0.0147528
404.999	8.50526	0.0135816
408.099	8.80323	0.0122538
485.6	11.5561	0.0676463
488.7	11.426	0.0368334
491.8	11.4089	0.0168353
494.9	11.6506	0.0133821
498	11.8843	0.0162891
501.1	12.1552	0.0174985
504.2	12.4209	0.0183356
507.299	12.7037	0.0224542
510.399	12.9704	0.0230636
513.5	13.2502	0.0186133
516.6	13.5349	0.019514
519.7	13.8165	0.0220328
522.8	14.097	0.0203595
525.899	14.3652	0.0179112
528.999	14.632	0.0159051
532.099	14.9196	0.0173659
535.199	15.1975	0.0176596
538.299	15.4801	0.0167745
541.399	15.7805	0.0164542
544.499	16.079	0.0165326
547.599	16.3632	0.0179432
550.699	16.6459	0.0166038
553.799	16.9438	0.0188223
556.899	17.2356	0.0208772
