Distance (nm)	Force (pN)	ForceErr (pN)
272.397	1.48063	0.0569243
274.797	1.54337	0.0427659
277.197	1.63573	0.00501691
279.597	1.70408	0.0383924
286.797	1.97342	0.0280718
293.997	2.21836	0.0415934
296.397	2.21738	0.0523446
298.798	2.44014	0.00672847
301.198	2.48737	0.0128327
303.598	2.52792	0.015856
308.397	2.7445	0.00206467
310.797	2.90668	0.0171429
313.197	3.06003	0.0339611
315.597	3.17256	0.0386011
317.997	3.30887	0.000218289
320.398	3.45762	0.00831352
325.197	3.74445	0.0170345
327.597	3.92844	0.0122375
329.997	4.00378	0.0179812
332.397	4.20173	0.0193235
334.797	4.45619	0.0332665
337.198	4.5491	0.0193859
339.598	4.75747	0.0282588
341.997	4.90745	0.0108939
344.397	5.11294	0.0137472
346.797	5.25814	0.00135143
349.197	5.42852	0.00903865
351.597	5.6066	0.00389499
353.998	5.84108	0.000808685
356.398	6.02456	0.0063038
358.798	6.16827	0.017213
361.197	6.35287	0.0116446
363.597	6.59652	0.00316411
365.997	6.75642	0.0122528
368.397	6.94857	0.0186296
370.798	7.17055	0.0167257
373.198	7.33668	0.00302256
375.598	7.61056	0.0364786
377.998	7.80863	0.0282172
380.397	8.03007	0.00064865
382.797	8.22484	0.0247068
387.597	8.67088	0.0173493
389.997	8.8839	0.0231478
392.398	9.10014	0.00638207
394.798	9.27157	0.016965
399.597	9.73136	0.0138508
445.197	13.3702	0.0516878
447.598	12.2982	0.305964
452.398	11.7718	0.00467607
457.197	12.2029	0.000235638
459.597	12.3841	0.0027854
461.997	12.6056	0.0199461
464.398	12.8283	0.000768227
466.798	13.0312	0.00370722
469.198	13.2775	0.00213265
471.597	13.491	0.0163712
473.997	13.7498	0.00558327
476.397	13.9604	3.75965e-05
478.797	14.1918	0.0264701
481.198	14.4303	0.0124259
483.598	14.6567	0.0151425
485.998	14.9128	0.0146995
488.398	15.1427	0.0160366
490.797	15.3797	0.00788453
495.597	15.8606	0.0131852
497.997	16.098	0.00259972
500.397	16.3546	0.00359482
502.798	16.5776	0.0129221
505.198	16.8424	0.00873863
507.598	17.0667	0.0131825
