Distance (nm)	Force (pN)	ForceErr (pN)
255.999	0.62523	0.0166289
258.999	0.660298	0.0196847
261.999	0.687171	0.020213
264.999	0.728802	0.0271294
267.999	0.740307	0.021119
270.999	0.7607	0.0233725
273.999	0.810863	0.0163074
277	0.8423	0.0265578
285.999	1.003	0.023334
288.999	1.01768	0.0293944
294.999	1.12758	0.0282194
297.999	1.25308	0.020475
300.999	1.3233	0.0230416
303.999	1.41669	0.019989
306.999	1.48623	0.0285211
309.999	1.68686	0.0206053
312.999	1.75305	0.0179225
315.999	1.93434	0.0175873
318.999	2.05902	0.0158997
321.999	2.21837	0.0188671
324.999	2.35797	0.0172384
328	2.48195	0.0193644
330.999	2.63843	0.0161801
333.999	2.80901	0.0221566
336.999	3.02311	0.0271495
339.999	3.23757	0.0252579
342.999	3.46319	0.0191848
345.999	3.694	0.0189736
348.999	3.89122	0.0321313
351.999	4.18044	0.0263031
354.999	4.39613	0.0241677
357.999	4.64629	0.0232487
361	4.92283	0.0212013
363.999	5.1935	0.0210829
366.999	5.45059	0.0248262
369.999	5.70864	0.0276496
372.999	5.98985	0.020183
375.999	6.26702	0.0227175
378.999	6.53478	0.0249039
429.999	9.60564	0.0366261
432.999	9.44099	0.0410373
435.999	9.58295	0.0301813
444.999	9.53121	0.0576354
447.999	9.65667	0.0263398
450.999	9.77293	0.0280909
471.999	9.62371	0.0764928
475	9.60894	0.0311212
477.999	9.49691	0.0281955
480.999	9.59308	0.0202549
483.999	9.54481	0.0181541
486.999	9.51063	0.0209615
490	9.57569	0.0372771
492.999	9.54131	0.0261072
495.999	9.57888	0.0183078
516.999	9.36588	0.0464082
519.999	9.39173	0.0335894
523	9.2344	0.0227807
525.999	9.37365	0.0204063
528.999	9.53704	0.0119896
531.999	9.71998	0.0191024
534.999	9.92956	0.0137709
537.999	10.135	0.0103431
540.999	10.3348	0.0118293
543.999	10.5429	0.0202365
546.999	10.7971	0.0151951
