Distance (nm)	Force (pN)	ForceErr (pN)
233.347	0.390848	0.00768328
240.047	0.399003	0.0109564
263.497	0.522842	0.0093365
266.847	0.53643	0.00949494
270.197	0.580812	0.00807254
273.547	0.622266	0.0109838
276.897	0.626362	0.00822775
280.247	0.682136	0.00837006
283.597	0.718029	0.00816783
286.947	0.769752	0.00811901
293.647	0.861098	0.0119567
296.997	0.952394	0.0104338
300.347	1.03846	0.0102402
303.697	1.10352	0.00879756
307.047	1.23835	0.00880954
310.397	1.31293	0.0102573
313.747	1.401	0.0102802
317.097	1.52476	0.00926181
320.447	1.65544	0.00953192
323.797	1.79176	0.00919661
327.147	1.91006	0.0119179
330.497	2.07183	0.0132074
333.847	2.24345	0.0100345
337.197	2.43126	0.0114482
340.547	2.63472	0.0126274
343.897	2.86152	0.0106282
347.247	3.07432	0.00993038
350.597	3.30275	0.0114499
353.947	3.57261	0.0101828
357.297	3.79298	0.0115003
360.647	4.0779	0.0113946
363.997	4.34181	0.011924
367.347	4.63064	0.0119426
370.697	4.93386	0.0126344
374.047	5.20939	0.0120161
377.397	5.50441	0.0123369
447.747	9.02188	0.0158913
451.097	9.08433	0.0203648
461.147	9.1902	0.0143898
471.197	9.2003	0.0173141
477.897	9.10078	0.0162488
484.597	9.05155	0.0166361
487.947	8.94148	0.0174965
491.297	8.89279	0.0181592
494.647	8.91258	0.019623
497.997	8.86691	0.0194175
501.347	8.92741	0.0113094
504.697	8.98457	0.0152636
508.047	9.03907	0.0100077
511.397	9.07048	0.0135958
524.797	8.81817	0.0307863
528.146	8.72048	0.01918
531.497	8.7154	0.017538
534.847	8.81227	0.00647957
538.198	8.98821	0.00840106
541.548	9.16089	0.00794559
544.897	9.37235	0.00936794
548.247	9.5984	0.00925411
551.597	9.83225	0.00837414
554.947	10.0392	0.0101354
558.297	10.2809	0.00907922
561.647	10.5261	0.00960756
