Distance (nm)	Force (pN)	ForceErr (pN)
255	0.49614	0.00557306
258.95	0.524705	0.00349911
262.9	0.579915	0.010801
266.85	0.585168	0.00368142
270.8	0.645808	0.00818782
274.75	0.702457	0.00857721
278.7	0.757225	0.0108097
282.65	0.829405	0.0073188
286.6	0.893751	0.00988846
290.55	0.975615	0.0140049
294.5	1.07447	0.0191704
298.45	1.18749	0.0152535
302.4	1.30484	0.00786202
306.35	1.42559	0.012019
310.3	1.55792	0.0162713
314.25	1.73185	0.00884482
318.2	1.89779	0.0111933
322.15	2.07891	0.0125211
326.1	2.26805	0.011337
330.05	2.47497	0.012392
334	2.66937	0.00995105
337.95	2.91653	0.0127639
341.9	3.17443	0.00877129
345.85	3.45964	0.0128353
349.8	3.74464	0.0109399
353.75	4.03351	0.0127298
357.7	4.33824	0.0116367
361.65	4.63142	0.0163793
365.6	4.93422	0.0148587
369.55	5.26246	0.0146902
373.5	5.61978	0.0119908
432.75	9.799	0.00612012
436.7	9.83776	0.0107304
448.55	9.97887	0.0175245
452.5	9.98666	0.0324166
464.35	9.93387	0.0214205
472.25	9.93513	0.0130917
480.15	9.92815	0.023124
484.1	9.943	0.0209357
488.05	9.88795	0.0283257
492	9.91457	0.0087559
495.95	9.93015	0.00522092
499.9	9.92288	0.0137285
527.55	9.84723	0.0148349
531.5	9.82571	0.0100917
535.45	9.77251	0.00506074
539.4	9.72492	0.0155521
543.35	9.72837	0.00509216
547.3	9.73263	0.00897904
551.25	9.75409	0.00566723
555.2	9.81797	0.0194681
559.15	9.84685	0.0199807
574.95	9.63287	0.0139539
578.9	9.61853	0.0167595
582.85	9.67804	0.00789485
586.8	9.82042	0.0103462
590.75	10.0086	0.00836039
594.7	10.2603	0.0111455
598.65	10.4988	0.0119026
602.6	10.7316	0.0145429
606.55	10.9814	0.0112087
610.5	11.2268	0.00917251
614.45	11.4886	0.0085449
618.4	11.7478	0.013859
622.35	12.016	0.0138106
626.3	12.275	0.0124308
630.25	12.5456	0.0151793
634.2	12.8383	0.0157786
638.15	13.1127	0.0143603
642.1	13.3941	0.0116425
646.05	13.69	0.00867109
