Distance (nm)	Force (pN)	ForceErr (pN)
262.999	0.851092	0.0308914
265.998	0.918823	0.0249418
271.998	0.978707	0.0157454
274.998	1.07028	0.0293305
280.998	1.2087	0.0182615
283.998	1.21672	0.0230444
286.998	1.28556	0.0164576
289.998	1.37967	0.0180033
295.998	1.52826	0.0236423
298.998	1.59118	0.0234538
301.998	1.73671	0.0247827
304.998	1.80753	0.0226276
307.998	1.91459	0.0176629
310.998	2.05713	0.0146742
313.998	2.15766	0.0190773
316.998	2.27925	0.0269496
319.997	2.44728	0.0205142
322.998	2.56863	0.0210361
325.998	2.74282	0.0224949
328.998	2.9224	0.0159095
331.998	3.05734	0.0212399
334.998	3.26101	0.0204402
337.998	3.40548	0.0218329
340.998	3.63022	0.0120626
343.998	3.84824	0.0267258
346.998	4.04613	0.0203611
349.998	4.26544	0.0157351
352.999	4.49343	0.0194536
355.998	4.71108	0.0135781
358.998	4.94007	0.0136655
361.998	5.15245	0.0198882
364.999	5.39453	0.0125645
367.998	5.65137	0.0139064
370.998	5.89841	0.0139176
373.998	6.1214	0.0172196
376.998	6.36797	0.014467
382.997	6.8772	0.0161074
385.998	7.1524	0.0199997
388.998	7.39922	0.0212197
391.998	7.66402	0.0198968
394.998	7.94563	0.0194246
397.998	8.23857	0.0190123
400.998	8.48058	0.0200532
403.998	8.74055	0.0197896
406.998	9.04903	0.0202256
409.998	9.30469	0.023536
412.998	9.58963	0.0219943
415.998	9.88012	0.0202616
421.998	10.4675	0.0200506
454.998	12.8498	0.0492094
457.998	12.9825	0.0308677
487.998	11.992	0.131567
490.997	12.2359	0.153273
493.997	11.8836	0.0737179
496.997	11.8561	0.0249836
499.998	12.109	0.015207
502.998	12.352	0.0162823
505.998	12.5869	0.0142005
508.998	12.8705	0.0189761
511.998	13.1306	0.015227
514.998	13.3769	0.0160881
517.999	13.5998	0.0169709
523.999	14.1655	0.0156753
526.998	14.4437	0.0162775
529.998	14.7128	0.014104
532.997	14.9752	0.0177906
535.997	15.2584	0.0169886
538.998	15.5316	0.0153587
541.998	15.8132	0.0150689
544.998	16.0882	0.0139266
547.998	16.3542	0.0126876
550.998	16.6625	0.0155053
553.998	16.9342	0.0141837
556.998	17.2483	0.0136873
